Subject,Language,Domain,Metric
15973,elixir,backend,1.0
15974,elixir,backend,1.0
15975,elixir,backend,1.0
15976,elixir,backend,1.0
15977,elixir,backend,1.0
15978,elixir,backend,2.0
15979,elixir,lang,1.0
15980,elixir,game,1.0
15981,elixir,db,3.0
15982,elixir,db,3.0
15983,elixir,backend,2.0
15984,elixir,db,2.0
15985,elixir,comp,2.0
15986,elixir,ml,1.0
15987,elixir,frontend,1.5
15988,elixir,comp,1.0
15989,elixir,comp,1.0
15990,elixir,backend,1.5
15991,elixir,lang,1.0
15992,elixir,db,1.0
15993,elixir,comp,2.0
15994,elixir,backend,1.5
15995,elixir,ml,1.0
15996,elixir,comp,1.0
15997,elixir,backend,1.0
15998,elixir,game,1.0
15999,elixir,backend,1.0
16000,elixir,lang,1.0
16001,elixir,backend,1.0
16002,elixir,ml,1.0
16003,elixir,lang,1.0
16004,elixir,backend,1.0
16005,elixir,comp,1.0
16006,elixir,backend,1.0
16007,elixir,backend,1.0
16008,elixir,db,1.0
16009,elixir,backend,2.0
16010,elixir,backend,2.0
16011,elixir,db,1.0
16012,elixir,ml,1.0
16013,elixir,db,1.0
16014,elixir,backend,1.0
16015,elixir,frontend,1.0
16016,elixir,backend,1.0
16017,elixir,frontend,1.0
16018,elixir,db,1.5
16019,elixir,backend,1.0
16020,elixir,backend,1.0
16021,elixir,db,1.0
16022,elixir,frontend,1.0
16023,elixir,frontend,1.0
16024,elixir,frontend,1.0
16025,elixir,db,1.0
16026,elixir,game,1.0
16027,elixir,db,1.0
16028,elixir,comp,1.0
16029,elixir,frontend,1.0
16030,elixir,backend,1.0
16031,elixir,backend,1.0
16032,elixir,frontend,1.0
16033,elixir,backend,1.0
16034,elixir,backend,1.0
16035,elixir,game,1.0
16036,elixir,backend,1.0
16037,elixir,backend,1.0
16038,elixir,ml,1.0
16039,elixir,backend,1.5
16040,elixir,backend,1.0
16041,elixir,backend,1.0
16042,elixir,backend,1.0
16043,elixir,ml,1.0
16044,elixir,backend,2.0
16045,elixir,backend,1.0
16046,elixir,backend,2.0
16047,elixir,game,1.0
16048,elixir,frontend,1.0
16049,elixir,db,1.0
16050,elixir,frontend,1.0
16051,elixir,backend,1.0
16052,elixir,backend,0.5
16053,elixir,backend,1.0
16054,elixir,frontend,1.0
16055,elixir,db,1.0
16056,elixir,frontend,1.0
16057,elixir,frontend,1.0
16058,elixir,db,1.0
16059,elixir,db,1.5
16060,elixir,backend,1.0
16061,elixir,backend,1.0
16062,elixir,db,0.5
16063,elixir,db,1.5
16064,elixir,db,1.0
16065,elixir,backend,1.0
16066,elixir,db,1.0
16067,elixir,db,1.0
16068,elixir,backend,1.0
16069,elixir,backend,1.0
16070,elixir,db,2.0
16071,elixir,ml,1.5
16072,elixir,lang,2.0
16073,elixir,lang,1.0
16074,elixir,backend,1.0
16075,elixir,backend,4.0
16076,elixir,comp,0.5
16077,elixir,backend,1.0
16078,elixir,db,1.0
16079,elixir,backend,1.0
16080,elixir,db,1.0
16081,elixir,frontend,1.0
16082,elixir,backend,1.0
16083,elixir,db,1.0
16084,elixir,lang,1.0
16085,elixir,backend,1.0
16086,elixir,ml,1.0
16087,elixir,backend,1.0
16088,elixir,backend,1.0
16089,elixir,backend,1.0
16090,elixir,backend,1.0
16091,elixir,db,2.0
16092,elixir,comp,1.0
16093,elixir,frontend,1.0
16094,elixir,db,1.0
16095,elixir,backend,1.0
16096,elixir,lang,1.0
16097,elixir,frontend,1.0
16098,elixir,db,2.5
16099,elixir,backend,1.0
16100,elixir,frontend,2.0
16101,elixir,backend,1.0
16102,elixir,ml,1.0
16103,elixir,backend,1.5
16104,elixir,backend,1.0
16105,elixir,backend,1.0
16106,elixir,comp,2.0
16107,elixir,backend,1.0
16108,elixir,backend,1.0
16109,elixir,ml,3.0
16110,elixir,frontend,1.0
16111,elixir,db,1.0
16112,elixir,backend,1.0
16113,elixir,backend,1.0
16114,elixir,db,1.0
16115,elixir,frontend,1.0
16116,elixir,lang,1.5
16117,elixir,db,1.0
16118,elixir,backend,1.0
16119,elixir,db,1.0
16120,elixir,ml,1.0
16121,elixir,db,1.0
16122,elixir,frontend,1.0
16123,elixir,db,1.0
16124,elixir,backend,1.5
16125,elixir,backend,1.0
16126,elixir,game,1.0
16127,elixir,backend,1.0
16128,elixir,backend,0.5
16129,elixir,backend,1.0
16130,elixir,backend,1.0
16131,elixir,lang,1.0
16132,elixir,backend,2.0
16133,elixir,frontend,1.0
16134,elixir,backend,1.0
16135,elixir,lang,1.0
16136,elixir,backend,1.0
16137,elixir,backend,1.0
16138,elixir,backend,1.0
16139,elixir,frontend,1.0
16140,elixir,db,1.0
16141,elixir,backend,1.0
16142,elixir,backend,2.0
16143,elixir,backend,2.0
16144,elixir,backend,1.0
16145,elixir,comp,2.0
16146,elixir,ml,2.0
16147,elixir,comp,1.0
16148,elixir,backend,0.0
16149,elixir,game,1.0
16150,elixir,backend,1.0
16151,elixir,backend,0.5
16152,elixir,db,1.0
16153,elixir,backend,1.0
16154,elixir,db,1.0
16155,elixir,backend,1.5
16156,elixir,comp,1.0
16157,elixir,frontend,1.0
16158,elixir,backend,2.0
16159,elixir,comp,1.0
16160,elixir,backend,1.0
16161,elixir,backend,1.0
16162,elixir,db,1.0
16163,elixir,backend,1.0
16164,elixir,backend,2.0
16165,elixir,lang,1.5
16166,elixir,frontend,1.0
16167,elixir,game,1.0
16168,elixir,comp,3.0
16169,elixir,backend,1.0
16170,elixir,backend,1.0
16171,elixir,game,1.0
16172,elixir,frontend,1.0
16173,elixir,backend,2.0
16174,elixir,db,1.0
16175,elixir,db,2.0
16176,elixir,db,1.0
16177,elixir,backend,1.0
16178,elixir,lang,1.0
16179,elixir,backend,1.0
16180,elixir,db,1.0
16181,elixir,db,1.0
16182,elixir,comp,2.0
16183,elixir,backend,1.5
16184,elixir,backend,1.0
16185,elixir,backend,1.0
16186,elixir,lang,1.0
16187,elixir,db,1.5
16188,elixir,frontend,1.0
16189,elixir,backend,2.0
16190,elixir,backend,1.0
16191,elixir,frontend,1.0
16192,elixir,backend,1.0
16193,elixir,ml,1.0
16194,elixir,comp,2.0
16195,elixir,backend,1.0
16196,elixir,frontend,1.0
16197,elixir,db,2.0
16198,elixir,backend,1.0
16199,elixir,backend,1.0
16200,elixir,backend,1.0
16201,elixir,backend,1.0
16202,elixir,backend,1.0
16203,elixir,backend,1.0
16204,elixir,lang,1.0
16205,elixir,backend,1.0
16206,elixir,backend,1.0
16207,elixir,backend,1.0
16208,elixir,backend,2.0
16209,elixir,backend,1.0
16210,elixir,backend,2.0
16211,elixir,backend,1.0
16212,elixir,db,1.0
16213,elixir,backend,1.0
16214,elixir,backend,1.0
16215,elixir,game,1.0
16216,elixir,db,1.0
16217,elixir,comp,1.0
16218,elixir,backend,1.0
16219,elixir,backend,1.0
16220,elixir,backend,2.0
16221,elixir,comp,3.0
16222,elixir,db,1.0
16223,elixir,comp,1.0
16224,elixir,db,1.0
16225,elixir,lang,1.0
16226,elixir,game,1.0
16227,elixir,db,1.0
16228,elixir,backend,1.0
16229,elixir,db,1.0
16230,elixir,backend,2.0
16231,elixir,db,2.0
16232,elixir,backend,1.5
16233,elixir,backend,1.0
16234,elixir,backend,1.0
16235,elixir,backend,3.0
16236,elixir,backend,1.0
16237,elixir,backend,1.0
16238,elixir,backend,0.0
16239,elixir,game,1.0
16240,elixir,backend,1.0
16241,elixir,backend,1.5
16242,elixir,backend,1.0
16243,elixir,frontend,1.0
16244,elixir,backend,1.0
16245,elixir,backend,2.0
16246,elixir,backend,1.0
16247,elixir,db,1.0
16248,elixir,frontend,2.0
16249,elixir,comp,1.0
16250,elixir,db,1.0
16251,elixir,db,1.0
16252,elixir,lang,1.0
16253,elixir,db,0.0
16254,elixir,backend,1.0
16255,elixir,game,1.5
16256,elixir,db,1.0
16257,elixir,frontend,1.0
16258,elixir,comp,1.0
16259,elixir,backend,1.5
16260,elixir,backend,2.0
16261,elixir,game,1.0
16262,elixir,db,1.0
16263,elixir,lang,1.0
16264,elixir,backend,0.5
16265,elixir,backend,2.0
16266,elixir,backend,1.5
16267,elixir,backend,1.5
16268,elixir,frontend,1.0
16269,elixir,db,1.5
16270,elixir,db,1.0
16271,elixir,frontend,1.0
16272,elixir,db,1.0
16273,elixir,backend,2.0
16274,elixir,backend,1.0
16275,elixir,backend,1.0
16276,elixir,comp,2.0
16277,elixir,ml,4.0
16278,elixir,db,1.0
16279,elixir,ml,1.0
16280,elixir,backend,1.0
16281,elixir,backend,1.0
16282,elixir,db,1.0
16283,elixir,backend,1.0
16284,elixir,frontend,1.0
16285,elixir,backend,1.0
16286,elixir,lang,1.0
16287,elixir,comp,2.0
16288,elixir,comp,1.0
16289,elixir,lang,1.0
16290,elixir,backend,1.0
16291,elixir,backend,1.0
16292,elixir,ml,1.0
16293,elixir,db,1.0
16294,elixir,db,1.0
16295,elixir,frontend,1.0
16296,elixir,backend,2.0
16297,elixir,backend,1.5
16298,elixir,db,1.0
16299,elixir,db,1.0
16300,elixir,frontend,1.0
16301,elixir,comp,1.0
16302,elixir,backend,1.0
16303,elixir,backend,2.0
16304,elixir,frontend,2.0
16305,elixir,backend,1.0
16306,elixir,frontend,1.5
16307,elixir,backend,1.0
16308,elixir,frontend,1.0
16309,elixir,db,1.0
16310,elixir,backend,1.0
16311,elixir,backend,4.0
16312,elixir,lang,1.0
16313,elixir,backend,1.0
16314,elixir,db,1.0
16315,elixir,backend,2.0
16316,elixir,backend,1.0
16317,elixir,backend,2.0
16318,elixir,db,1.0
16319,elixir,backend,2.0
16320,elixir,backend,1.0
16321,elixir,backend,1.0
16322,elixir,comp,1.0
16323,elixir,db,1.0
16324,elixir,db,1.0
16325,elixir,db,1.0
16326,elixir,backend,1.0
16327,elixir,backend,1.0
16328,elixir,comp,1.0
16329,elixir,backend,1.0
16330,elixir,backend,1.0
16331,elixir,backend,3.0
16332,elixir,db,1.0
16333,elixir,game,1.0
16334,elixir,ml,2.5
16335,elixir,backend,1.0
16336,elixir,lang,1.0
16337,elixir,frontend,1.0
16338,elixir,backend,1.5
16339,elixir,backend,1.0
16340,elixir,db,1.0
16341,elixir,backend,1.0
16342,elixir,db,2.0
16343,elixir,comp,1.0
16344,elixir,backend,1.0
16345,elixir,ml,1.0
16346,elixir,comp,2.0
16347,elixir,db,1.5
16348,elixir,backend,1.0
16349,elixir,frontend,3.0
16350,elixir,db,1.0
16351,elixir,comp,2.0
16352,elixir,game,1.0
16353,elixir,backend,1.0
16354,elixir,backend,2.0
16355,elixir,comp,1.0
16356,elixir,backend,1.0
16357,elixir,comp,1.0
16358,elixir,backend,1.5
16359,elixir,db,1.0
16360,elixir,game,1.0
16361,elixir,frontend,1.5
16362,elixir,comp,1.0
16363,elixir,ml,1.0
16364,elixir,frontend,1.0
16365,elixir,backend,1.0
16366,elixir,backend,1.0
16367,elixir,db,1.0
16368,elixir,db,1.0
16369,elixir,db,1.0
16370,elixir,db,1.0
16371,elixir,backend,2.0
16372,elixir,backend,1.0
16373,elixir,backend,1.0
16374,elixir,backend,2.0
16375,elixir,lang,1.0
16376,elixir,comp,1.5
16377,elixir,backend,2.0
16378,elixir,backend,2.0
16379,elixir,db,1.0
16380,elixir,backend,1.0
16381,elixir,backend,1.0
16382,elixir,backend,1.0
16383,elixir,backend,2.0
16384,elixir,backend,1.0
16385,elixir,db,1.0
16386,elixir,db,1.0
16387,elixir,backend,1.0
16388,elixir,db,1.0
16389,elixir,backend,1.0
16390,elixir,ml,1.0
16391,elixir,backend,1.0
16392,elixir,backend,1.0
16393,elixir,ml,1.0
16394,elixir,db,1.5
16395,elixir,backend,1.0
16396,elixir,backend,1.0
16397,elixir,backend,2.0
16398,elixir,game,1.0
16399,elixir,db,2.0
16400,elixir,db,1.0
16401,elixir,backend,1.0
16402,elixir,backend,1.5
16403,elixir,game,1.0
16404,elixir,backend,1.0
16405,elixir,ml,1.0
16406,elixir,backend,1.0
16407,elixir,backend,1.0
16408,elixir,backend,1.5
16409,elixir,backend,2.0
16410,elixir,db,2.0
16411,elixir,frontend,2.0
16412,elixir,comp,1.0
16413,elixir,frontend,1.0
16414,elixir,backend,1.0
16415,elixir,db,2.0
16416,elixir,db,1.0
16417,elixir,ml,1.0
16418,elixir,ml,2.0
16419,elixir,backend,2.0
16420,elixir,db,1.0
16421,elixir,db,1.0
16422,elixir,backend,1.0
16423,elixir,backend,3.0
16424,elixir,db,1.0
16425,elixir,backend,1.0
16426,elixir,comp,1.5
16427,elixir,backend,2.0
16428,elixir,db,1.0
16429,elixir,backend,1.0
16430,elixir,db,1.0
16431,elixir,backend,1.0
16432,elixir,frontend,1.0
16433,elixir,frontend,2.0
16434,elixir,db,2.0
16435,elixir,backend,1.0
16436,elixir,backend,1.5
16437,elixir,backend,1.0
16438,elixir,backend,1.0
16439,elixir,backend,1.0
16440,elixir,backend,1.0
16441,elixir,frontend,1.0
16442,elixir,db,1.0
16443,elixir,backend,0.0
16444,elixir,backend,2.0
16445,elixir,frontend,1.0
16446,elixir,backend,1.0
16447,elixir,frontend,1.0
16448,elixir,backend,1.5
16449,elixir,backend,1.0
16450,elixir,backend,1.0
16451,elixir,backend,1.0
16452,elixir,backend,1.0
16453,elixir,backend,1.0
16454,elixir,backend,1.0
16455,elixir,frontend,1.0
16456,elixir,backend,2.0
16457,elixir,backend,1.0
16458,elixir,game,1.0
16459,elixir,backend,1.5
16460,elixir,backend,1.0
16461,elixir,db,1.0
16462,elixir,comp,1.0
16463,elixir,backend,1.5
16464,elixir,db,1.0
16465,elixir,db,1.0
16466,elixir,comp,2.0
16467,elixir,frontend,2.0
16468,elixir,frontend,1.0
16469,elixir,ml,1.0
16470,elixir,backend,1.0
16471,elixir,backend,1.0
16472,elixir,backend,1.0
16473,elixir,lang,1.0
16474,elixir,db,1.0
16475,elixir,backend,1.0
16476,elixir,ml,1.0
16477,elixir,lang,1.0
16478,elixir,db,1.0
16479,elixir,backend,1.0
16480,elixir,comp,1.0
16481,elixir,backend,1.0
16482,elixir,ml,1.0
16483,elixir,backend,3.0
16484,elixir,backend,2.0
16485,elixir,ml,1.0
16486,elixir,backend,2.0
16487,elixir,db,1.0
16488,elixir,db,1.0
16489,elixir,db,2.0
16490,elixir,backend,1.0
16491,elixir,backend,1.5
16492,elixir,db,1.0
16493,elixir,backend,1.0
16494,elixir,backend,1.0
16495,elixir,db,1.0
16496,elixir,frontend,1.0
16497,elixir,game,1.0
16498,elixir,backend,2.0
16499,elixir,db,1.0
16500,elixir,lang,1.0
16501,elixir,backend,1.0
16502,elixir,lang,1.0
16503,elixir,db,1.0
16504,elixir,ml,1.0
16505,elixir,comp,1.0
16506,elixir,frontend,1.0
16507,elixir,frontend,1.0
16508,elixir,game,1.0
16509,elixir,backend,1.0
16510,elixir,backend,1.0
16511,elixir,db,1.0
16512,elixir,game,2.0
16513,elixir,backend,1.0
16514,elixir,game,1.0
16515,elixir,backend,2.0
16516,elixir,lang,1.0
16517,elixir,db,2.0
16518,elixir,comp,1.5
16519,elixir,db,1.0
16520,elixir,backend,1.0
16521,elixir,backend,1.0
16522,elixir,backend,1.0
16523,elixir,db,0.0
16524,elixir,ml,1.0
16525,elixir,frontend,1.0
16526,elixir,comp,1.0
16527,elixir,frontend,1.0
16528,elixir,db,1.0
16529,elixir,db,1.0
16530,elixir,backend,1.0
16531,elixir,db,1.5
16532,elixir,backend,1.0
16533,elixir,backend,1.0
16534,elixir,db,1.0
16535,elixir,db,1.0
16536,elixir,backend,1.5
16537,elixir,db,2.0
16538,elixir,comp,1.0
16539,elixir,frontend,1.0
16540,elixir,backend,2.0
16541,elixir,backend,1.0
16542,elixir,backend,1.0
16543,elixir,db,1.0
16544,elixir,backend,1.0
16545,elixir,frontend,2.0
16546,elixir,db,2.0
16547,elixir,backend,1.0
16548,elixir,backend,2.0
16549,elixir,backend,1.0
16550,elixir,backend,1.0
16551,elixir,backend,1.0
16552,elixir,frontend,1.0
16553,elixir,frontend,1.0
16554,elixir,backend,2.0
16555,elixir,backend,1.0
16556,elixir,frontend,1.0
16557,elixir,backend,1.0
16558,elixir,backend,1.0
16559,elixir,frontend,1.0
16560,elixir,backend,2.0
16561,elixir,backend,1.0
16562,elixir,db,1.0
16563,elixir,db,1.0
16564,elixir,backend,1.0
16565,elixir,backend,1.0
16566,elixir,backend,1.0
16567,elixir,lang,1.0
16568,elixir,backend,2.0
16569,elixir,lang,1.0
16570,elixir,frontend,0.5
16571,elixir,comp,1.0
16572,elixir,backend,1.0
16573,elixir,backend,1.0
16574,elixir,ml,1.0
16575,elixir,backend,1.0
16576,elixir,comp,1.0
16577,elixir,db,1.0
16578,elixir,backend,1.0
16579,elixir,game,2.0
16580,elixir,frontend,1.0
16581,elixir,lang,1.0
16582,elixir,backend,1.0
16583,elixir,ml,1.0
16584,elixir,db,1.0
16585,elixir,comp,1.0
16586,elixir,db,1.0
16587,elixir,ml,2.0
16588,elixir,comp,1.0
16589,elixir,comp,1.0
16590,elixir,db,1.0
16591,elixir,lang,1.0
16592,elixir,game,1.0
16593,elixir,game,1.0
16594,elixir,db,1.0
16595,elixir,backend,1.0
16596,elixir,backend,1.0
16597,elixir,lang,1.0
16598,elixir,ml,1.0
16599,elixir,frontend,1.0
16600,elixir,lang,2.0
16601,elixir,frontend,3.0
16602,elixir,backend,1.0
16603,elixir,backend,1.0
16604,elixir,lang,1.0
16605,elixir,db,1.0
16606,elixir,comp,0.0
16607,elixir,comp,1.0
16608,elixir,frontend,1.0
16609,elixir,frontend,1.0
16610,elixir,db,1.0
16611,elixir,game,1.0
16612,elixir,backend,1.0
16613,elixir,backend,1.0
16614,elixir,frontend,3.0
16615,elixir,frontend,1.0
16616,elixir,db,1.0
16617,elixir,backend,2.0
16618,elixir,comp,1.0
16619,elixir,backend,1.5
16620,elixir,backend,1.0
16621,elixir,ml,1.0
16622,elixir,comp,1.0
16623,elixir,backend,1.0
16624,elixir,frontend,1.0
16625,elixir,backend,1.0
16626,elixir,backend,2.0
16627,elixir,comp,1.0
16628,elixir,backend,1.0
16629,elixir,comp,2.0
16630,elixir,backend,1.0
16631,elixir,comp,1.0
16632,elixir,lang,1.0
16633,elixir,backend,1.0
16634,elixir,comp,1.0
16635,elixir,ml,1.0
16636,elixir,ml,1.0
16637,elixir,backend,2.0
16638,elixir,backend,1.0
16639,elixir,db,1.0
16640,elixir,backend,1.0
16641,elixir,game,2.0
16642,elixir,db,1.0
16643,elixir,db,1.0
16644,elixir,backend,3.0
16645,elixir,backend,1.0
16646,elixir,backend,1.0
16647,elixir,backend,1.0
16648,elixir,backend,1.0
16649,elixir,backend,1.0
16650,elixir,db,1.0
16651,elixir,backend,1.0
16652,elixir,frontend,1.0
16653,elixir,backend,1.0
16654,elixir,db,2.0
16655,elixir,backend,2.0
16656,elixir,backend,1.0
16657,elixir,backend,1.0
16658,elixir,frontend,1.0
16659,elixir,db,1.0
16660,elixir,frontend,1.0
16661,elixir,frontend,1.0
16662,elixir,backend,1.0
16663,elixir,backend,1.0
16664,elixir,backend,2.0
16665,elixir,lang,1.0
16666,elixir,backend,1.0
16667,elixir,backend,1.5
16668,elixir,db,1.0
16669,elixir,ml,1.5
16670,elixir,backend,1.0
16671,elixir,backend,1.0
16672,elixir,backend,1.0
16673,elixir,backend,1.0
16674,elixir,db,3.0
16675,elixir,db,2.0
16676,elixir,backend,1.0
16677,elixir,backend,1.0
16678,elixir,db,1.0
16679,elixir,ml,1.5
16680,elixir,comp,2.0
16681,elixir,backend,1.0
16682,elixir,comp,1.5
16683,elixir,ml,1.0
16684,elixir,backend,1.0
16685,elixir,backend,1.0
16686,elixir,game,1.0
16687,elixir,comp,2.0
16688,elixir,db,1.0
16689,elixir,frontend,1.0
16690,elixir,comp,1.5
16691,elixir,db,1.0
16692,elixir,ml,2.0
16693,elixir,lang,1.0
16694,elixir,backend,1.0
16695,elixir,backend,1.0
16696,elixir,backend,1.0
16697,elixir,backend,1.0
16698,elixir,backend,1.0
16699,elixir,backend,1.0
16700,elixir,db,1.0
16701,elixir,backend,1.0
16702,elixir,frontend,1.0
16703,elixir,backend,1.0
16704,elixir,backend,1.0
16705,elixir,comp,2.0
16706,elixir,db,1.0
16707,elixir,lang,1.0
16708,elixir,backend,1.0
16709,elixir,backend,1.0
16710,elixir,frontend,1.0
16711,elixir,backend,1.5
16712,elixir,backend,2.0
16713,elixir,backend,1.0
16714,elixir,backend,1.0
16715,elixir,backend,1.0
16716,elixir,backend,1.0
16717,elixir,frontend,1.0
16718,elixir,backend,1.0
16719,elixir,frontend,1.5
16720,elixir,db,1.0
16721,elixir,backend,1.0
16722,elixir,frontend,1.0
16723,elixir,lang,1.0
16724,elixir,backend,1.0
16725,elixir,frontend,2.0
16726,elixir,backend,1.0
16727,elixir,db,1.0
16728,elixir,db,1.0
16729,elixir,comp,1.0
16730,elixir,backend,1.0
16731,elixir,frontend,2.0
16732,elixir,backend,1.0
16733,elixir,backend,1.0
16734,elixir,db,1.0
16735,elixir,db,1.0
16736,elixir,lang,1.0
16737,elixir,backend,2.0
16738,elixir,backend,1.0
16739,elixir,db,1.0
16740,elixir,backend,1.5
16741,elixir,backend,2.0
16742,elixir,frontend,1.0
16743,elixir,backend,4.0
16744,elixir,game,1.0
16745,elixir,backend,1.0
16746,elixir,backend,1.0
16747,elixir,lang,1.0
16748,elixir,db,1.0
16749,elixir,backend,1.0
16750,elixir,backend,1.0
16751,elixir,frontend,1.5
16752,elixir,backend,0.0
16753,elixir,backend,1.0
16754,elixir,backend,1.0
16755,elixir,backend,1.5
16756,elixir,backend,1.0
16757,elixir,backend,1.0
16758,elixir,ml,1.0
16759,elixir,game,0.5
16760,elixir,backend,1.0
16761,elixir,backend,1.0
16762,elixir,backend,1.0
16763,elixir,backend,2.0
16764,elixir,ml,1.0
16765,elixir,backend,1.5
16766,elixir,backend,1.5
16767,elixir,backend,1.0
16768,elixir,backend,1.0
16769,elixir,backend,1.0
16770,elixir,ml,1.0
16771,elixir,backend,1.0
16772,elixir,frontend,1.0
16773,elixir,backend,1.0
16774,elixir,frontend,1.0
16775,elixir,game,2.0
16776,elixir,db,1.0
16777,elixir,backend,1.0
16778,elixir,backend,1.0
16779,elixir,backend,1.0
16780,elixir,comp,1.0
16781,elixir,backend,3.0
16782,elixir,comp,1.0
16783,elixir,backend,1.0
16784,elixir,backend,1.0
16785,elixir,db,1.0
16786,elixir,db,2.0
16787,elixir,game,1.0
16788,elixir,ml,1.0
16789,elixir,backend,1.0
16790,elixir,comp,3.0
16791,elixir,db,1.0
16792,elixir,frontend,1.5
16793,elixir,backend,1.0
16794,elixir,backend,1.0
16795,elixir,frontend,1.0
16796,elixir,lang,0.5
16797,elixir,backend,1.0
16798,elixir,backend,1.0
16799,elixir,frontend,1.0
16800,elixir,backend,1.0
16801,elixir,backend,1.0
16802,elixir,db,2.0
16803,elixir,backend,1.0
16804,elixir,backend,1.0
16805,elixir,frontend,1.0
16806,elixir,backend,3.0
16807,elixir,backend,1.5
16808,elixir,ml,1.5
16809,elixir,db,1.0
16810,elixir,backend,1.0
16811,elixir,backend,1.0
16812,elixir,backend,1.0
16813,elixir,backend,3.0
16814,elixir,backend,1.0
16815,elixir,backend,1.0
16816,elixir,backend,3.0
16817,elixir,backend,1.0
16818,elixir,comp,2.0
16819,elixir,db,1.0
16820,elixir,backend,1.0
16821,elixir,comp,1.0
16822,elixir,backend,1.0
16823,elixir,db,1.0
16824,elixir,db,1.0
16825,elixir,db,1.0
16826,elixir,backend,1.0
16827,elixir,backend,1.0
16828,elixir,lang,2.0
16829,elixir,backend,3.0
16830,elixir,frontend,1.0
16831,elixir,backend,1.0
16832,elixir,ml,2.0
16833,elixir,db,1.0
16834,elixir,backend,1.0
16835,elixir,db,2.0
16836,elixir,backend,1.0
16837,elixir,backend,1.0
16838,elixir,backend,1.0
16839,elixir,backend,1.0
16840,elixir,db,1.0
16841,elixir,comp,3.0
16842,elixir,backend,1.0
16843,elixir,db,2.0
16844,elixir,backend,1.0
16845,elixir,backend,1.0
16846,elixir,lang,1.0
16847,elixir,backend,1.5
16848,elixir,comp,2.0
16849,elixir,backend,1.0
16850,elixir,backend,1.0
16851,elixir,frontend,1.0
16852,elixir,frontend,1.0
16853,elixir,backend,1.5
16854,elixir,backend,1.0
16855,elixir,db,1.0
16856,elixir,game,1.0
16857,elixir,backend,1.0
16858,elixir,comp,1.0
16859,elixir,frontend,1.0
16860,elixir,db,2.0
16861,elixir,db,1.0
16862,elixir,backend,1.0
16863,elixir,lang,1.0
16864,elixir,backend,1.0
16865,elixir,db,1.0
16866,elixir,backend,1.0
16867,elixir,frontend,2.0
16868,elixir,backend,1.0
16869,elixir,backend,1.0
16870,elixir,frontend,1.0
16871,elixir,backend,1.0
16872,elixir,frontend,0.5
16873,elixir,db,2.0
16874,elixir,frontend,1.0
16875,elixir,frontend,1.0
16876,elixir,db,1.0
16877,elixir,frontend,1.0
16878,elixir,db,1.0
16879,elixir,db,1.0
16880,elixir,frontend,1.0
16881,elixir,backend,3.0
16882,elixir,backend,1.0
16883,elixir,lang,1.0
16884,elixir,backend,1.0
16885,elixir,db,1.0
16886,elixir,db,1.0
16887,elixir,backend,1.0
16888,elixir,backend,1.0
16889,elixir,frontend,2.0
16890,elixir,db,1.0
16891,elixir,backend,1.0
